,Transaction_ID,Date,Customer_ID,Age,Gender,Income,Loyalty_Score,Signup_Date,Product_ID,Category,City,Channel,Payment_Method,Device,Price,Discount_Percent,Promotion_Flag,Promo_Type,Units_Sold,Revenue,Cost,Profit,Margin_Percent,Return_Flag,Supplier_ID,Lead_Time_Days,Delivery_Delay_Days,Stock_On_Hand,Marketing_Channel,Coupon_Code_Flag,CLV_proxy,Recency_Days,Frequency_12m,Online_Device,Season,GMV,Discount_Amount,Net_Revenue,Profit_Margin,Phone_No
230,T200344,2024-08-13,C1353,27,M,74639,1,2020-09-25,P108,Sports,Kolkata,Offline,NetBanking,App,141.88,10,1,Clearance,7,893.84,546.24,347.6,38.89,0,S12,5,2,36,Organic,0,173.95,139,5,,Regular,993.16,99.32,893.8399999999999,38.89,8681838850
231,T200994,2024-07-17,C1299,34,F,26290,5,2021-11-01,P101,Electronics,Chennai,Offline,COD,App,283.2,5,1,Flash,1,269.04,184.08,84.96,31.58,0,S10,11,0,23,Organic,0,159.77,17,8,,Summer,283.2,14.16,269.04,31.58,8681838850
232,T200481,2025-03-18,C1173,38,F,44881,4,2022-01-30,P101,Electronics,Bengaluru,Offline,COD,POS,296.82,5,1,,1,281.98,192.93,89.05,31.58,0,S10,14,3,2,Email,0,209.21,147,10,,Regular,296.82,14.84,281.98,31.58,8681838850
233,T200575,2025-09-20,C1089,32,M,26761,3,2022-10-07,P104,Apparel,Bengaluru,Offline,COD,Mobile,55.8,0,0,,11,613.8,276.21,337.59,55.0,0,S11,7,1,16,Organic,0,141.66,181,2,,Regular,613.8,0.0,613.8,55.0,8681838850
234,T200033,2025-09-19,C1281,30,F,28516,6,2023-12-29,P102,HomeGoods,Kolkata,Online,NetBanking,Desktop,82.09,5,1,Clearance,5,389.93,205.23,184.7,47.37,0,S10,2,1,20,PaidSocial,0,212.14,59,10,Mobile,Regular,410.45,20.52,389.9300000000001,47.37,8681838850
235,T200031,2024-02-29,C1400,51,F,39475,6,2022-09-06,P100,Electronics,Mumbai,Offline,NetBanking,App,460.27,15,1,Flash,1,391.23,299.18,92.05,23.53,0,S14,5,2,12,PaidSocial,0,282.88,118,9,,Regular,460.27,69.04,391.23,23.53,8681838850
236,T200231,2024-10-28,C1104,58,M,37854,1,2021-12-17,P106,Beauty,Delhi,Offline,UPI,Desktop,25.3,0,0,,15,379.5,132.82,246.68,65.0,0,S14,6,4,33,PaidSocial,0,75.8,92,4,,Regular,379.5,0.0,379.5,65.0,8681838850
237,T200963,2024-08-07,C1290,18,F,36978,2,2025-04-16,P106,Beauty,Bengaluru,Online,NetBanking,Mobile,25.99,20,1,,22,457.42,200.12,257.3,56.25,0,S14,10,1,28,SMS,0,131.13,129,1,Desktop,Regular,571.78,114.36,457.42,56.25,8681838850
238,T200192,2025-08-15,C1240,22,F,50438,1,2025-07-11,P102,HomeGoods,Hyderabad,Offline,UPI,App,84.22,0,0,,9,757.98,378.99,378.99,50.0,0,S13,13,0,32,SMS,0,126.24,11,4,,Regular,757.98,0.0,757.98,50.0,8681838850
239,T200333,2024-01-20,C1294,42,M,54632,6,2021-01-26,P105,Apparel,Chennai,Offline,NetBanking,POS,36.61,0,0,,13,475.93,214.17,261.76,55.0,0,S14,9,2,16,SMS,0,375.38,140,6,,Regular,475.93,0.0,475.93,55.0,8681838850
240,T200003,2025-01-07,C1079,31,F,58629,5,2023-03-04,P100,Electronics,Kolkata,Online,COD,App,485.82,5,1,Loyalty,1,461.53,315.78,145.75,31.58,0,S10,8,4,26,SMS,0,341.73,1,17,App,Regular,485.82,24.29,461.53,31.58,8681838850
241,T200204,2025-01-12,C1019,45,M,23755,6,2020-05-25,P100,Electronics,Kolkata,Offline,UPI,App,480.7,15,1,Flash,1,408.59,312.45,96.14,23.53,1,S12,9,0,9,Email,1,190.6,80,8,,Regular,480.7,72.1,408.6,23.53,8681838850
242,T200514,2023-11-30,C1343,44,F,71467,6,2024-07-30,P103,HomeGoods,Pune,Offline,UPI,App,80.41,5,1,Seasonal,7,534.73,281.44,253.29,47.37,0,S12,5,0,13,Organic,0,485.09,156,7,,Festival,562.87,28.14,534.73,47.37,8681838850
243,T200799,2025-08-31,C1311,39,F,43940,6,2021-07-13,P102,HomeGoods,Bengaluru,Offline,COD,App,85.23,0,0,,8,681.84,340.92,340.92,50.0,0,S10,1,0,36,Organic,0,331.82,42,10,,Regular,681.84,0.0,681.84,50.0,8681838850
244,T200306,2024-11-07,C1154,33,M,52550,3,2025-04-20,P102,HomeGoods,Bengaluru,Offline,UPI,App,83.27,5,1,Seasonal,8,632.85,333.08,299.77,47.37,0,S13,9,1,33,SMS,0,224.27,51,3,,Festival,666.16,33.31,632.8499999999999,47.37,8681838850
245,T200109,2023-12-23,C1301,43,M,31844,7,2023-05-24,P106,Beauty,Chennai,Offline,NetBanking,Desktop,25.0,15,1,Clearance,17,361.25,148.75,212.5,58.82,0,S12,4,1,26,Organic,1,265.41,21,4,,Festival,425.0,63.75,361.25,58.82,8681838850
246,T200430,2024-02-09,C1461,18,M,37393,1,2022-10-30,P100,Electronics,Chennai,Offline,NetBanking,Desktop,508.86,5,1,,1,483.42,330.76,152.66,31.58,0,S10,8,4,5,SMS,0,88.28,11,6,,Regular,508.86,25.44,483.42,31.58,8681838850
247,T200077,2023-12-21,C1038,46,F,37615,4,2021-06-22,P103,HomeGoods,Bengaluru,Offline,COD,App,72.95,5,1,Loyalty,10,693.02,364.75,328.27,47.37,0,S13,6,0,25,Email,0,223.41,128,12,,Festival,729.5,36.48,693.02,47.37,8681838850
248,T200084,2024-06-11,C1408,33,F,60004,2,2020-08-11,P106,Beauty,Kolkata,Online,Card,Mobile,24.91,20,1,Loyalty,17,338.78,148.21,190.57,56.25,0,S14,8,5,38,PaidSocial,0,162.35,75,3,App,Summer,423.47,84.69,338.78,56.25,8681838850
249,T200286,2024-10-01,C1288,18,F,66708,8,2024-09-10,P106,Beauty,Delhi,Online,UPI,Desktop,23.52,5,1,,7,156.41,57.62,98.79,63.16,0,S10,6,0,36,Email,0,550.13,90,5,App,Regular,164.64,8.23,156.41,63.16,8681838850
250,T200082,2024-06-25,C1348,40,M,61111,8,2023-04-04,P101,Electronics,Delhi,Online,Card,Desktop,288.28,0,0,,1,288.28,187.38,100.9,35.0,0,S13,6,0,18,Organic,0,517.72,52,9,App,Summer,288.28,0.0,288.28,35.0,8681838850
251,T200991,2025-03-18,C1303,36,M,58622,2,2025-08-30,P106,Beauty,Jaipur,Offline,Card,Desktop,25.58,0,0,,23,588.34,205.92,382.42,65.0,0,S12,12,3,40,SMS,0,176.08,118,6,,Regular,588.3399999999999,0.0,588.3399999999999,65.0,8681838850
252,T200789,2025-09-18,C1106,43,M,44348,3,2022-06-09,P102,HomeGoods,Pune,Online,Card,POS,81.31,20,1,Seasonal,8,520.38,325.24,195.14,37.5,0,S14,7,4,29,PaidSocial,0,198.09,9,3,Mobile,Regular,650.48,130.1,520.38,37.5,8681838850
253,T200894,2025-02-26,C1301,43,M,31844,7,2023-05-24,P105,Apparel,Hyderabad,Online,Card,App,37.97,15,1,Loyalty,15,484.12,256.3,227.82,47.06,0,S12,4,0,24,PaidSocial,0,279.86,115,7,Mobile,Regular,569.55,85.43,484.1199999999999,47.06,8681838850
254,T200398,2025-04-28,C1006,35,F,43272,2,2022-04-20,P102,HomeGoods,Mumbai,Online,Card,POS,84.92,15,1,Seasonal,8,577.46,339.68,237.78,41.18,0,S10,5,2,17,PaidSocial,0,154.48,5,1,App,Regular,679.36,101.9,577.46,41.18,8681838850
255,T200323,2024-05-19,C1157,38,M,52961,5,2022-08-27,P106,Beauty,Mumbai,Offline,Card,Mobile,22.76,15,1,Clearance,16,309.54,127.46,182.08,58.82,0,S14,8,0,18,Email,0,301.22,86,10,,Summer,364.16,54.62,309.54,58.82,8681838850
256,T200519,2024-02-14,C1208,30,F,13719,4,2023-11-24,P105,Apparel,Hyderabad,Offline,UPI,Mobile,39.89,20,1,Flash,13,414.86,233.36,181.5,43.75,0,S10,10,2,16,Organic,0,106.73,171,12,,Regular,518.57,103.71,414.8600000000001,43.75,8681838850
257,T200916,2024-05-29,C1168,32,M,39034,5,2022-12-12,P100,Electronics,Bengaluru,Offline,Card,Desktop,465.85,0,0,,1,465.85,302.8,163.05,35.0,0,S13,8,0,22,Organic,0,241.75,198,7,,Summer,465.85,0.0,465.85,35.0,8681838850
258,T200922,2025-08-11,C1076,31,M,49548,1,2021-03-13,P109,Sports,Chennai,Offline,Card,Mobile,135.54,15,1,Seasonal,8,921.67,596.38,325.29,35.29,0,S11,4,3,16,Email,0,157.98,71,0,,Regular,1084.32,162.65,921.67,35.29,8681838850
259,T200005,2024-02-18,C1338,25,F,78135,2,2022-10-20,P100,Electronics,Mumbai,Offline,Card,POS,459.23,5,1,Seasonal,1,436.27,298.5,137.77,31.58,0,S11,4,1,23,Email,1,202.19,42,3,,Regular,459.23,22.96,436.27,31.58,8681838850
260,T200731,2025-06-13,C1292,36,F,68758,2,2023-06-05,P100,Electronics,Pune,Online,NetBanking,App,465.69,15,1,Clearance,1,395.84,302.7,93.14,23.53,0,S11,7,1,10,PaidSocial,0,184.08,133,1,Desktop,Summer,465.69,69.85,395.84,23.53,8681838850
261,T200465,2024-07-27,C1011,38,F,55957,1,2023-03-28,P109,Sports,Kolkata,Online,NetBanking,Mobile,132.32,5,1,Flash,8,1005.63,582.21,423.42,42.1,0,S11,6,0,23,PaidSocial,0,161.81,25,3,Desktop,Summer,1058.56,52.93,1005.63,42.1,8681838850
262,T200097,2024-09-04,C1033,23,F,72988,5,2020-08-06,P107,Beauty,Delhi,Offline,UPI,App,20.02,10,1,Loyalty,12,216.22,84.08,132.14,61.11,0,S13,7,0,41,,1,388.96,199,6,,Regular,240.24,24.02,216.22,61.11,8681838850
263,T200266,2025-03-19,C1283,31,M,56722,3,2022-08-14,P105,Apparel,Mumbai,Offline,Card,Desktop,36.28,5,1,,15,516.99,244.89,272.1,52.63,0,S13,10,4,39,Organic,1,224.59,118,1,,Regular,544.2,27.21,516.99,52.63,8681838850
264,T200357,2024-12-28,C1223,44,M,84063,6,2024-12-11,P101,Electronics,Delhi,Online,UPI,Mobile,291.64,10,1,Loyalty,1,262.48,189.57,72.91,27.78,0,S14,2,0,27,Organic,0,533.54,102,9,Desktop,Festival,291.64,29.16,262.48,27.78,8681838850
265,T200868,2025-07-18,C1351,38,M,13229,7,2024-05-17,P103,HomeGoods,Mumbai,Online,Card,Desktop,73.17,15,1,Clearance,5,310.97,182.93,128.04,41.17,0,S14,8,0,17,Email,1,129.19,84,15,App,Summer,365.85,54.88,310.97,41.17,8681838850
266,T200798,2025-03-19,C1043,44,M,52478,2,2020-08-15,P100,Electronics,Hyderabad,Offline,Card,Mobile,468.02,0,0,,1,468.02,304.21,163.81,35.0,0,S12,3,1,12,Email,0,151.76,139,3,,Regular,468.02,0.0,468.02,35.0,8681838850
267,T200380,2024-01-22,C1373,41,M,49528,3,2021-10-16,P100,Electronics,Bengaluru,Online,Card,Mobile,516.56,10,1,Seasonal,1,464.9,335.76,129.14,27.78,0,S12,2,5,4,PaidSocial,0,200.24,99,3,Desktop,Regular,516.56,51.66,464.9,27.78,8681838850
268,T200631,2025-08-11,C1396,46,F,60986,2,2020-06-15,P104,Apparel,Pune,Online,COD,Desktop,60.02,5,1,,14,798.27,378.13,420.14,52.63,0,S11,5,0,35,Organic,0,206.0,119,4,Desktop,Regular,840.2800000000001,42.01,798.2700000000001,52.63,8681838850
269,T200381,2025-03-19,C1192,41,M,40534,1,2022-05-11,P103,HomeGoods,Pune,Online,UPI,POS,81.36,20,1,,9,585.79,366.12,219.67,37.5,0,S10,2,2,11,Organic,0,113.76,100,5,Mobile,Regular,732.24,146.45,585.79,37.5,8681838850
270,T200490,2024-09-24,C1023,20,F,28853,2,2020-05-08,P102,HomeGoods,Kolkata,Offline,Card,Desktop,90.61,15,1,,11,847.2,498.36,348.84,41.18,0,S10,6,0,14,Affiliate,1,157.38,105,3,,Regular,996.71,149.51,847.2,41.18,8681838850
271,T200118,2025-08-09,C1184,28,M,19232,5,2020-10-14,P100,Electronics,Bengaluru,Offline,Card,App,513.17,10,1,Flash,1,461.85,333.56,128.29,27.78,0,S12,7,0,26,PaidSocial,1,147.48,60,14,,Regular,513.17,51.32,461.85,27.78,8681838850
272,T200900,2024-03-27,C1463,23,F,71164,5,2025-04-06,P105,Apparel,Pune,Offline,Card,POS,37.82,0,0,,9,340.38,153.17,187.21,55.0,0,S14,5,1,32,PaidSocial,0,389.86,176,9,,Regular,340.38,0.0,340.38,55.0,8681838850
273,T200250,2024-05-29,C1225,28,M,43442,4,2023-07-03,P103,HomeGoods,Bengaluru,Online,NetBanking,App,81.41,0,0,,8,651.28,325.64,325.64,50.0,0,S13,8,2,33,PaidSocial,0,238.9,134,8,Mobile,Summer,651.28,0.0,651.28,50.0,8681838850
274,T200523,2025-07-03,C1477,43,M,41817,3,2021-02-15,P109,Sports,Bengaluru,Offline,UPI,App,123.83,0,0,,8,990.64,544.85,445.79,45.0,0,S12,4,0,25,Affiliate,0,224.51,13,4,,Summer,990.64,0.0,990.64,45.0,8681838850
275,T200009,2025-03-27,C1080,50,M,27977,1,2021-11-04,P108,Sports,Delhi,Online,Card,POS,153.34,10,1,Loyalty,7,966.04,590.36,375.68,38.89,0,S13,2,2,17,SMS,0,135.31,181,3,Mobile,Regular,1073.38,107.34,966.0400000000001,38.89,8681838850
276,T200196,2025-04-09,C1004,40,F,81364,6,2025-04-11,P105,Apparel,Jaipur,Offline,NetBanking,App,40.96,5,1,Loyalty,13,505.86,239.62,266.24,52.63,0,S11,6,2,26,PaidSocial,0,541.43,110,8,,Regular,532.48,26.62,505.86,52.63,8681838850
277,T200603,2023-12-31,C1347,32,F,44304,2,2020-10-17,P108,Sports,Chennai,Offline,Card,App,150.1,0,0,,7,1050.7,577.89,472.81,45.0,0,S11,6,1,20,SMS,0,193.68,67,3,,Festival,1050.7,0.0,1050.7,45.0,8681838850
278,T200081,2025-01-25,C1003,23,M,85403,3,2024-06-04,P109,Sports,Pune,Online,UPI,App,124.13,20,1,Seasonal,5,496.52,341.36,155.16,31.25,0,S13,6,0,27,PaidSocial,0,318.27,65,2,Mobile,Regular,620.65,124.13,496.52,31.25,8681838850
279,T200783,2024-07-06,C1312,30,F,50425,5,2024-06-06,P104,Apparel,Hyderabad,Online,UPI,POS,55.83,15,1,Loyalty,8,379.64,200.99,178.65,47.06,0,S12,2,2,36,PaidSocial,0,296.79,133,4,Mobile,Summer,446.64,67.0,379.64,47.06,8681838850
280,T200587,2024-01-30,C1316,39,M,43219,2,2021-05-21,P105,Apparel,Mumbai,Offline,COD,App,40.07,0,0,,14,560.98,252.44,308.54,55.0,0,S13,10,2,24,Organic,0,142.54,141,3,,Regular,560.98,0.0,560.98,55.0,8681838850
281,T200797,2024-12-13,C1119,41,F,53693,1,2022-04-30,P105,Apparel,Bengaluru,Offline,Card,POS,39.47,20,1,Flash,26,820.98,461.8,359.18,43.75,0,S10,11,0,49,PaidSocial,0,156.31,106,5,,Festival,1026.22,205.24,820.98,43.75,8681838850
282,T200239,2024-03-05,C1408,33,F,60004,2,2020-08-11,P101,Electronics,Delhi,Offline,Card,Mobile,273.19,15,1,Clearance,1,232.21,177.57,54.64,23.53,0,S11,7,0,16,SMS,0,147.33,118,5,,Regular,273.19,40.98,232.21,23.53,8681838850
283,T200290,2023-11-19,C1335,45,M,79052,5,2024-10-11,P109,Sports,Bengaluru,Offline,Card,POS,122.5,0,0,,4,490.0,269.5,220.5,45.0,0,S13,5,1,11,PaidSocial,0,444.26,106,8,,Festival,490.0,0.0,490.0,45.0,8681838850
284,T200211,2025-03-16,C1177,40,M,63980,2,2025-04-19,P101,Electronics,Hyderabad,Offline,Card,Mobile,308.0,5,1,Loyalty,1,292.6,200.2,92.4,31.58,0,S12,9,2,30,Email,0,158.76,86,2,,Regular,308.0,15.4,292.6,31.58,8681838850
285,T200717,2025-10-01,C1224,44,F,38985,1,2024-01-22,P104,Apparel,Chennai,Offline,Card,Desktop,62.11,0,0,,13,807.43,363.34,444.09,55.0,0,S10,3,3,39,Organic,0,119.73,198,0,,Regular,807.43,0.0,807.43,55.0,8681838850
286,T200359,2024-12-21,C1318,23,F,62454,3,2022-06-11,P106,Beauty,Delhi,Offline,Card,App,24.03,15,1,Loyalty,19,388.08,159.8,228.28,58.82,0,S12,3,1,36,,0,233.02,115,2,,Festival,456.5700000000001,68.49,388.08,58.82,8681838850
287,T200449,2023-12-27,C1146,47,F,84056,2,2021-06-07,P107,Beauty,Chennai,Online,NetBanking,Mobile,19.02,15,1,Loyalty,22,355.67,146.45,209.22,58.82,0,S13,7,0,40,PaidSocial,0,209.96,140,2,Desktop,Festival,418.44,62.77,355.67,58.82,8681838850
288,T200227,2024-08-09,C1397,31,M,37755,4,2021-06-22,P101,Electronics,Hyderabad,Offline,Card,POS,273.99,0,0,,1,273.99,178.09,95.9,35.0,0,S10,4,1,27,Email,0,178.42,80,8,,Regular,273.99,0.0,273.99,35.0,8681838850
289,T200950,2025-01-08,C1064,44,M,51212,6,2021-01-21,P109,Sports,Kolkata,Online,NetBanking,App,120.78,0,0,,5,603.9,332.15,271.75,45.0,0,S12,7,0,22,Affiliate,0,367.66,18,12,Mobile,Regular,603.9,0.0,603.9,45.0,8681838850
290,T200946,2024-02-04,C1454,38,M,47905,1,2020-12-12,P103,HomeGoods,Hyderabad,Offline,Card,App,83.7,15,1,Loyalty,11,782.6,460.35,322.25,41.18,0,S12,7,2,29,Email,0,139.98,148,4,,Regular,920.7,138.1,782.6,41.18,8681838850
291,T200796,2025-09-07,C1496,43,M,29653,7,2021-06-08,P100,Electronics,Chennai,Online,NetBanking,App,523.81,5,1,,1,497.62,340.48,157.14,31.58,0,S14,3,2,2,SMS,0,259.95,120,9,Desktop,Regular,523.81,26.19,497.6199999999999,31.58,8681838850
292,T200501,2024-11-22,C1272,41,M,54278,3,2020-11-20,P100,Electronics,Pune,Offline,Card,App,492.94,10,1,,1,443.65,320.41,123.24,27.78,0,S11,12,2,19,Organic,1,212.13,46,4,,Festival,492.94,49.29,443.65,27.78,8681838850
293,T200464,2025-09-29,C1279,30,M,44224,7,2024-08-26,P102,HomeGoods,Jaipur,Online,UPI,Mobile,90.58,10,1,Clearance,6,489.13,271.74,217.39,44.44,0,S14,9,1,22,Affiliate,0,363.92,142,8,Mobile,Regular,543.48,54.35,489.13,44.44,8681838850
294,T200362,2024-09-26,C1334,37,F,43535,4,2023-04-10,P104,Apparel,Jaipur,Online,NetBanking,App,61.54,5,1,Loyalty,7,409.24,193.85,215.39,52.63,0,S14,6,1,25,Organic,0,217.22,46,11,Desktop,Regular,430.78,21.54,409.24,52.63,8681838850
295,T200468,2024-04-08,C1491,37,F,37935,2,2024-06-20,P108,Sports,Delhi,Offline,UPI,POS,145.42,0,0,,5,727.1,399.9,327.2,45.0,0,S11,11,0,30,Email,0,148.58,63,3,,Regular,727.0999999999999,0.0,727.0999999999999,45.0,8681838850
296,T200935,2024-05-13,C1481,30,F,22236,5,2023-03-01,P102,HomeGoods,Hyderabad,Offline,Card,POS,87.25,10,1,Clearance,9,706.73,392.62,314.11,44.45,0,S11,4,0,37,,0,189.71,6,9,,Summer,785.25,78.53,706.72,44.44,8681838850
297,T200428,2024-07-10,C1129,40,F,8000,7,2023-11-15,P104,Apparel,Bengaluru,Online,UPI,POS,61.56,15,1,Seasonal,11,575.59,304.72,270.87,47.06,0,S11,6,0,25,SMS,0,123.72,116,7,Desktop,Summer,677.1600000000001,101.57,575.5900000000001,47.06,8681838850
298,T200007,2025-07-21,C1478,30,M,8000,3,2025-08-05,P108,Sports,Kolkata,Online,Card,Desktop,150.15,10,1,,8,1081.08,660.66,420.42,38.89,0,S10,4,0,21,Affiliate,0,144.12,63,2,Desktop,Summer,1201.2,120.12,1081.08,38.89,8681838850
299,T200155,2024-04-21,C1139,47,F,36013,6,2021-05-25,P108,Sports,Mumbai,Offline,NetBanking,App,153.22,10,1,,4,551.59,337.08,214.51,38.89,0,S14,6,2,31,Affiliate,0,277.37,45,5,,Regular,612.88,61.29,551.59,38.89,8681838850
300,T200541,2025-01-12,C1087,18,F,25431,3,2024-07-30,P104,Apparel,Hyderabad,Offline,Card,App,59.04,15,1,Flash,12,602.21,318.82,283.39,47.06,0,S13,4,4,27,,0,147.14,26,5,,Regular,708.48,106.27,602.21,47.06,8681838850
301,T200440,2023-12-28,C1091,56,M,61927,3,2025-09-16,P100,Electronics,Mumbai,Offline,NetBanking,POS,463.61,20,1,Clearance,1,370.89,301.35,69.54,18.75,0,S11,5,2,21,Organic,0,232.14,72,4,,Festival,463.61,92.72,370.89,18.75,8681838850
302,T200482,2024-09-23,C1049,28,F,58638,5,2022-08-04,P105,Apparel,Jaipur,Offline,Card,App,37.92,0,0,,15,568.8,255.96,312.84,55.0,0,S14,12,0,38,PaidSocial,0,350.07,9,9,,Regular,568.8000000000001,0.0,568.8000000000001,55.0,8681838850
303,T200422,2024-01-02,C1374,38,F,10135,1,2024-04-14,P104,Apparel,Bengaluru,Offline,UPI,Mobile,60.51,5,1,Seasonal,13,747.3,353.98,393.32,52.63,0,S11,3,0,39,,0,88.8,55,1,,Regular,786.63,39.33,747.3,52.63,8681838850
304,T200778,2025-04-05,C1275,27,M,36449,3,2020-09-02,P104,Apparel,Jaipur,Offline,Card,POS,54.71,5,1,Clearance,11,571.72,270.81,300.91,52.63,0,S10,5,0,22,Organic,0,169.53,165,0,,Regular,601.8100000000001,30.09,571.72,52.63,8681838850
305,T200949,2025-01-06,C1142,25,M,18048,5,2023-07-08,P103,HomeGoods,Bengaluru,Offline,Card,Desktop,72.4,5,1,Clearance,8,550.24,289.6,260.64,47.37,0,S10,3,2,31,Email,0,148.16,91,10,,Regular,579.2,28.96,550.24,47.37,8681838850
306,T200334,2023-11-30,C1449,29,M,47282,1,2023-04-08,P109,Sports,Kolkata,Offline,UPI,Desktop,118.51,15,1,Flash,7,705.13,456.26,248.87,35.29,0,S10,8,3,30,PaidSocial,1,130.24,36,5,,Festival,829.57,124.44,705.1300000000001,35.29,8681838850
307,T200576,2024-02-12,C1173,38,F,44881,4,2022-01-30,P100,Electronics,Bengaluru,Offline,NetBanking,Desktop,493.13,0,0,,1,493.13,320.53,172.6,35.0,0,S14,7,0,16,SMS,0,228.84,199,7,,Regular,493.13,0.0,493.13,35.0,8681838850
308,T200934,2024-03-01,C1453,30,M,46812,1,2025-01-06,P103,HomeGoods,Delhi,Offline,COD,Desktop,74.07,5,1,Loyalty,9,633.3,333.31,299.99,47.37,0,S11,5,1,26,Email,0,113.47,20,1,,Regular,666.6299999999999,33.33,633.2999999999998,47.37,8681838850
309,T200567,2024-09-11,C1076,31,M,49548,1,2021-03-13,P103,HomeGoods,Bengaluru,Online,UPI,Desktop,77.02,0,0,,9,693.18,346.59,346.59,50.0,0,S11,6,1,29,,0,118.87,174,2,Mobile,Regular,693.18,0.0,693.18,50.0,8681838850
310,T200594,2025-08-12,C1358,19,M,66357,6,2022-11-11,P107,Beauty,Kolkata,Online,COD,Mobile,20.52,10,1,Flash,22,406.3,158.0,248.3,61.11,0,S13,4,6,37,Email,0,443.29,166,6,Desktop,Regular,451.44,45.14,406.3,61.11,8681838850
311,T200530,2025-06-12,C1031,42,F,69976,4,2022-02-26,P108,Sports,Mumbai,Offline,UPI,App,138.75,5,1,Seasonal,5,659.06,381.56,277.5,42.11,0,S10,5,1,20,Organic,0,349.28,95,8,,Summer,693.75,34.69,659.06,42.11,8681838850
312,T200581,2025-10-12,C1105,28,F,65081,1,2020-08-08,P109,Sports,Delhi,Online,UPI,App,120.18,15,1,,8,817.22,528.79,288.43,35.29,0,S12,7,2,14,SMS,0,161.23,137,3,App,Regular,961.44,144.22,817.22,35.29,8681838850
313,T200707,2025-06-10,C1185,36,F,70548,2,2023-04-01,P102,HomeGoods,Pune,Offline,Card,Desktop,93.86,0,0,,6,563.16,281.58,281.58,50.0,0,S10,5,3,24,Organic,0,197.41,172,2,,Summer,563.16,0.0,563.16,50.0,8681838850
314,T200448,2024-07-28,C1261,30,M,53628,3,2025-04-15,P105,Apparel,Chennai,Offline,Card,Mobile,38.17,10,1,Loyalty,5,171.77,85.88,85.89,50.0,0,S14,4,0,27,Organic,0,179.97,115,2,,Summer,190.85,19.08,171.77,50.0,8681838850
315,T200453,2025-08-19,C1256,41,M,61191,2,2020-12-27,P103,HomeGoods,Mumbai,Online,UPI,POS,73.11,15,1,Loyalty,8,497.15,292.44,204.71,41.18,0,S14,3,0,35,Organic,0,180.87,55,4,Desktop,Regular,584.88,87.73,497.15,41.18,8681838850
316,T200228,2025-08-09,C1356,41,M,38603,4,2023-02-18,P103,HomeGoods,Kolkata,Offline,UPI,Desktop,81.96,0,0,,9,737.64,368.82,368.82,50.0,0,S12,9,0,33,,0,228.18,116,4,,Regular,737.64,0.0,737.64,50.0,8681838850
317,T200352,2025-02-19,C1466,54,F,95879,3,2024-03-08,P101,Electronics,Pune,Offline,NetBanking,App,289.21,5,1,Flash,1,274.75,187.99,86.76,31.58,0,S13,8,2,9,Email,0,316.56,115,3,,Regular,289.21,14.46,274.75,31.58,8681838850
318,T200728,2024-03-23,C1333,33,M,65952,2,2022-02-25,P100,Electronics,Delhi,Offline,Card,Mobile,473.17,15,1,,1,402.19,307.56,94.63,23.53,0,S13,4,0,24,,0,179.22,160,9,,Regular,473.17,70.98,402.19,23.53,8681838850
319,T200212,2025-02-14,C1337,24,M,67051,8,2023-04-19,P102,HomeGoods,Hyderabad,Online,Card,Desktop,89.7,5,1,Clearance,4,340.86,179.4,161.46,47.37,0,S11,9,4,18,PaidSocial,0,572.29,94,8,App,Regular,358.8,17.94,340.86,47.37,8681838850
320,T200079,2024-01-20,C1375,27,F,35756,1,2025-07-14,P106,Beauty,Mumbai,Offline,UPI,POS,23.46,0,0,,22,516.12,180.64,335.48,65.0,1,S13,1,0,44,Email,0,87.37,6,4,,Regular,516.12,0.0,516.12,65.0,8681838850
321,T200148,2023-12-04,C1462,47,M,17190,3,2025-04-27,P103,HomeGoods,Mumbai,Offline,UPI,App,75.45,0,0,,10,754.5,377.25,377.25,50.0,0,S12,7,0,14,Organic,0,127.02,184,3,,Festival,754.5,0.0,754.5,50.0,8681838850
322,T200302,2024-11-25,C1180,27,F,86361,3,2024-07-02,P102,HomeGoods,Delhi,Online,NetBanking,Desktop,88.02,15,1,Loyalty,11,822.99,484.11,338.88,41.18,0,S12,7,2,32,Email,0,355.91,135,3,Desktop,Festival,968.2199999999999,145.23,822.9899999999999,41.18,8681838850
323,T200628,2023-11-23,C1011,38,F,55957,1,2023-03-28,P101,Electronics,Delhi,Online,Card,Desktop,281.58,20,1,Flash,2,450.53,366.05,84.48,18.75,0,S10,9,0,15,PaidSocial,0,112.27,177,6,Mobile,Festival,563.16,112.63,450.53,18.75,8681838850
324,T200777,2025-04-07,C1132,32,M,67186,3,2022-04-16,P102,HomeGoods,Delhi,Online,UPI,POS,91.88,0,0,,7,643.16,321.58,321.58,50.0,0,S11,2,0,7,SMS,0,265.87,26,4,Mobile,Regular,643.16,0.0,643.16,50.0,8681838850
325,T200506,2025-08-22,C1008,40,M,48785,7,2025-03-17,P102,HomeGoods,Bengaluru,Online,Card,POS,89.84,5,1,Flash,3,256.04,134.76,121.28,47.37,0,S13,6,1,27,SMS,0,368.45,70,9,Mobile,Regular,269.52,13.48,256.04,47.37,8681838850
326,T200342,2024-03-02,C1359,57,M,60696,6,2023-10-12,P108,Sports,Delhi,Online,NetBanking,Desktop,135.34,15,1,Loyalty,5,575.2,372.19,203.01,35.29,0,S10,1,0,35,,0,431.85,159,8,Mobile,Regular,676.7,101.5,575.2,35.29,8681838850
